state,issuer,dated_date,series,corp_project,deal_amount,sale_date,first_coupon_date,first_call_date,issue_type,offering_type,security_type,tax_status,bank_qualified,moody_rating,sp_rating,fitch_rating,bond_insurance,lead_manager,paying_agent,deal_id
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,09/24/2020,2020-B,Real Journey Academies Obligated Group/Real Journey Academies Obligated Group,"$500,000.00",09/15/2020,12/01/2020,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035E5A5F40392
CA,CALIFORNIA SCH FIN AUTH CHARTER SCH REV,09/24/2020,2020-A,Real Journey Academies Obligated Group/Real Journey Academies Obligated Group,"$9,640,000.00",09/15/2020,12/01/2020,06/01/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,WILMINGTON TRUST NA,0x001035E4A5F40393
FL,CAPITAL TR AGY FLA EDL FACS LEASE REV,10/23/2020,2020-B,South Tech Schools Project/South Tech Schools Project,"$260,000.00",10/14/2020,12/15/2020,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,US BANK NA,0x001035AB791204E1
FL,CAPITAL TR AGY FLA EDL FACS LEASE REV,10/23/2020,2020-A,South Tech Schools Project/South Tech Schools Project,"$11,315,000.00",10/14/2020,12/15/2020,06/15/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,US BANK NA,0x001035AA791204E0
CO,COLORADO EDL & CULTURAL FACS AUTH REV,09/29/2020,2020,Liberty Tree Academy Project/Liberty Tree Academy Project,"$18,700,000.00",09/25/2020,12/01/2020,12/01/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,BOKF NA,0x001035BBF2FF0390
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/20/2020,2020-B,Chavez Huerta K 12 Preparatory Academy Project/Chavez Huerta K 12 Preparatory Academy Project,"$105,000.00",10/15/2020,01/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103521E01604F6
CO,COLORADO EDL & CULTURAL FACS AUTH REV,10/20/2020,2020-A,Chavez Huerta K 12 Preparatory Academy Project/Chavez Huerta K 12 Preparatory Academy Project,"$36,525,000.00",10/15/2020,01/01/2021,07/01/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00103520E01604F7
NJ,ESSEX CNTY N J IMPT AUTH CHARTER SCH REV,10/29/2020,2020,North Star Academy Charter School/North Star Academy Charter School,"$29,595,000.00",10/15/2020,01/15/2021,07/15/2030,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,STIFEL NICOLAUS AND CO INC,ZIONS BANCORPORATION NA,0x0010350BE21504DD
FL,FLORIDA DEV FIN CORP EDL FACS REV,09/24/2020,2020-B,Discovery High School Project/Discovery High School Project,"$550,000.00",09/04/2020,12/01/2020,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,COLLIERS SECURITIES LLC,US BANK NA,0x001035E867EA0343
FL,FLORIDA DEV FIN CORP EDL FACS REV,09/24/2020,2020-A,Discovery High School Project/Discovery High School Project,"$26,530,000.00",09/04/2020,12/01/2020,06/01/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,COLLIERS SECURITIES LLC,US BANK NA,0x001035E767EA034C
FL,FLORIDA DEV FIN CORP EDL FACS REV,10/20/2020,2020-A,Mater Academy Projects/Mater Academy Projects,"$127,450,000.00",10/01/2020,12/15/2020,06/15/2027,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,REGIONS BANK,0x001035924E0704FA
TX,GREATER TEXAS CULTURAL EDUCATION FACILITIES FINANCE CORPORATION,10/13/2020,2020-B,N/A,"$3,335,000.00",10/08/2020,02/01/2021,02/01/2027,Bond,Private Placement,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x0010351C6D0D045D
TX,GREATER TEXAS CULTURAL EDUCATION FACILITIES FINANCE CORPORATION,10/13/2020,2020-A,N/A,"$21,755,000.00",10/08/2020,02/01/2021,02/01/2027,Bond,Private Placement,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x0010351B6D0D045A
MU,MIZUHO FLOATER / RESIDUAL TR VAR STS,09/17/2020,2020,N/A,"$11,115,000.00",09/17/2020,N/A,N/A,Municipal Derivative,Private Placement,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x0010351998DE0379
MU,MIZUHO FLOATER / RESIDUAL TR VAR STS,09/17/2020,2020,N/A,"$179,645,000.00",09/17/2020,N/A,N/A,Municipal Derivative,Private Placement,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / NR/NR,N/A / N/A,N/A,N/A,N/A,0x0010351898DE0378
MU,MIZUHO FLOATER / RESIDUAL TR VAR STS,10/09/2020,2020,N/A,"$2,775,793.00",10/09/2020,N/A,N/A,Municipal Derivative,Private Placement,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,N/A,N/A,0x00103546EAFF0375
TX,NEW HOPE CULTURAL ED FACS FIN CORP TEX ED REV,09/29/2020,2020-B,Southwest Preparatory School/Southwest Preparatory School,"$450,000.00",09/10/2020,02/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035C855EF0354
TX,NEW HOPE CULTURAL ED FACS FIN CORP TEX ED REV,09/29/2020,2020-A,Southwest Preparatory School/Southwest Preparatory School,"$9,930,000.00",09/10/2020,02/15/2021,08/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x001035C755EF035B
AZ,PIMA CNTY ARIZ INDL DEV AUTH ED REV,10/14/2020,2020-1,Synergy Public School Project/Synergy Public School Project,"$9,590,000.00",10/05/2020,06/15/2021,12/15/2024,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,COLLIERS SECURITIES LLC,BOKF NA,0x00103527F00E04F8
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,10/06/2020,2020-B,Freedom Classical Academy Inc/Freedom Classical Academy Inc,"$1,235,000.00",09/24/2020,01/01/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,WILMINGTON TRUST NA,0x0010350B6BFF03B9
WI,PUBLIC FIN AUTH WIS CHARTER SCH REV,10/06/2020,2020-A,Freedom Classical Academy Inc/Freedom Classical Academy Inc,"$21,610,000.00",09/24/2020,01/01/2021,01/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BC ZIEGLER AND CO,WILMINGTON TRUST NA,0x0010350A6BFF03B8
WI,PUBLIC FIN AUTH WIS EDL FAC REV,09/23/2020,2020-B,KIPP Charlotte Inc/KIPP Charlotte Inc,"$1,785,000.00",09/10/2020,04/15/2021,10/15/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,Ba1 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,US BANK NA,0x0010354085EF030C
WI,PUBLIC FIN AUTH WIS EDL FAC REV,09/23/2020,2020-A,Kipp Charlotte Inc/Kipp Charlotte Inc,"$11,515,000.00",09/10/2020,04/15/2021,10/15/2027,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba1 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,US BANK NA,0x001035F553DF035F
MN,ST PAUL MINN HSG & REDEV AUTH CHARTER SCH LEASE REV,09/28/2020,2020-A,Hmong College Prep Academy Project/Hmong College Prep Academy Project,"$26,060,000.00",09/17/2020,03/01/2021,09/01/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,US BANK NA,0x001035615FF603EE
AR,ARKANSAS ST DEV FIN AUTH CHARTER SCH REV,10/29/2020,2020-B,Responsive Education Solutions Projects/Responsive Education Solutions Projects,"$2,460,000.00",10/16/2020,06/01/2021,12/01/2027,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,BANK OZK,0x001035B9BF150432
AR,ARKANSAS ST DEV FIN AUTH CHARTER SCH REV,10/29/2020,2020-A,Responsive Education Solutions Projects/Responsive Education Solutions Projects,"$17,395,000.00",10/16/2020,06/01/2021,12/01/2027,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,BANK OZK,0x001035B8BF150433
AR,ARKANSAS ST DEV FIN AUTH CHARTER SCH REV,10/30/2020,2020,Academics Plus Charter Schools Project/Academics Plus Charter Schools Project,"$32,000,000.00",10/22/2020,06/01/2021,12/01/2027,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,BANK OZK,0x00103559C91B04AA
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,11/02/2020,2020-B,El Paso Education Initiative Inc/El Paso Education Initiative Inc,"$550,000.00",10/21/2020,02/15/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,UMB BANK NA,0x001035EA191B04C9
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,11/02/2020,2020-A,El Paso Education Initiative Inc/El Paso Education Initiative Inc,"$19,450,000.00",10/21/2020,02/15/2021,08/15/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,UMB BANK NA,0x001035E9191B04CA
CA,CALIFORNIA SCH FIN AUTH SCH FAC REV,11/20/2020,2020-A,Value Schools/Value Schools,"$7,075,000.00",10/30/2020,07/01/2021,07/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BBB- / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x0010358B442504CB
CA,CALIFORNIA SCH FIN AUTH SCH FAC REV,11/20/2020,2020-B,Value Schools/Value Schools,"$2,070,000.00",10/30/2020,07/01/2021,07/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BBB- / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,BANK OF NEW YORK MELLON TRUST CO NA,0x0010358C442504CC
AZ,COCONINO CNTY ARIZ INDL DEV AUTH ED REV,11/24/2020,2020,Flagstaff Arts and Leadership Academy Project/Flagstaff Arts and Leadership Academy Project,"$4,870,000.00",11/10/2020,01/01/2021,07/01/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,US BANK NA,0x001035A05A2804F3
NJ,CUMBERLAND CNTY N J IMPT AUTH CHARTER SCH REV,10/21/2020,2020-B,Millville Public Charter School Proj/Millville Public Charter School Proj,$0.00,10/21/2020,05/01/2021,N/A,Bond,Best Efforts,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS,N/A,0x0010359E90180437
NJ,CUMBERLAND CNTY N J IMPT AUTH CHARTER SCH REV,10/21/2020,2020-A,Millville Public Charter School Proj/Millville Public Charter School Proj,$0.00,10/20/2020,05/01/2021,N/A,Bond,Negotiated,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS,N/A,0x0010359D90180434
DC,DISTRICT COLUMBIA REV,10/29/2020,2020,Two Rivers Public Charter School Inc Issue/Two Rivers Public Charter School Inc Issue,"$40,690,000.00",10/21/2020,06/01/2021,06/01/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,TRUIST SECURITIES INC,ZIONS BANCORPORATION NA,0x0010351C0B140422
DC,DISTRICT COLUMBIA REV,11/12/2020,2020,Latin American Montessori Bilingual Public Charter/Latin American Montessori Bilingual Public Charter,"$34,135,000.00",10/22/2020,06/01/2021,06/02/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB+ / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,WILMINGTON TRUST NA,0x0010355BC91B04A8
IN,GARY IND LOC PUB IMPT BD BK ECONOMIC DEV REV,11/10/2020,2020-B,Drexel Foundation for Educational Excellence/Drexel Foundation for Educational Excellence,"$250,000.00",10/29/2020,06/01/2021,N/A,Bond,Limited,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x0010350B2525042A
IN,GARY IND LOC PUB IMPT BD BK ECONOMIC DEV REV,11/10/2020,2020-A,Drexel Foundation for Educational Excellence/Drexel Foundation for Educational Excellence,"$16,525,000.00",10/29/2020,06/01/2021,06/01/2030,Bond,Limited,REVENUE,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,US BANK NA,0x0010350E2525042F
AZ,MARICOPA CNTY ARIZ INDL DEV AUTH ED REV,11/03/2020,2020,Legacy Traditional Schools Projects/Legacy Traditional Schools Projects,"$44,995,000.00",10/28/2020,01/01/2021,07/01/2029,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,RBC CAPITAL MARKETS LLC,WILMINGTON TRUST NA,0x001035115D23044E
FL,MIAMI-DADE CNTY FLA INDL DEV AUTH EDL FACS REV,11/23/2020,2020-B,Miami Community Charter Schools Inc Project/Miami Community Charter Schools Inc Project,"$285,000.00",10/23/2020,06/01/2021,06/01/2022,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035D9971D0472
FL,MIAMI-DADE CNTY FLA INDL DEV AUTH EDL FACS REV,11/23/2020,2020-A,Miami Community Charter Schools Inc Project/Miami Community Charter Schools Inc Project,"$6,975,000.00",10/23/2020,06/01/2021,06/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Ba2 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035D8971D0473
MU,MIZUHO FLOATER / RESIDUAL TR VAR STS,10/27/2020,2020,N/A,"$56,490,000.00",10/27/2020,N/A,N/A,Municipal Derivative,Private Placement,REVENUE,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / NR/NR,N/A / N/A,N/A,N/A,N/A,0x00103545EAFF0376
PA,PHILADELPHIA PA AUTH FOR INDL DEV CHARTER SCH REV,11/24/2020,2020-B,Global Leadership Academy Charter School Project/Global Leadership Academy Charter School Project,"$330,000.00",10/30/2020,05/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,BANK OF NEW YORK MELLON TRUST CO NA,0x001035D4A4240475
PA,PHILADELPHIA PA AUTH FOR INDL DEV CHARTER SCH REV,11/24/2020,2020-A,Global Leadership Academy Charter School Project/Global Leadership Academy Charter School Project,"$12,460,000.00",10/30/2020,05/15/2021,11/15/2028,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB- / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,BANK OF NEW YORK MELLON TRUST CO NA,0x001035D3A4240472
PA,PHILADELPHIA PA AUTH FOR INDL DEV REVS,10/22/2020,2020-B,Russell Byers Charter School Project/Russell Byers Charter School Project,"$235,000.00",10/16/2020,05/01/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS LLC,US BANK NA,0x0010355CF215049A
PA,PHILADELPHIA PA AUTH FOR INDL DEV REVS,10/22/2020,2020-A,Russell Byers Charter School Project/Russell Byers Charter School Project,"$15,140,000.00",10/16/2020,05/01/2021,05/01/2027,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PNC CAPITAL MARKETS INC,US BANK NA,0x0010355BF215049D
AZ,PIMA CNTY ARIZ INDL DEV AUTH ED REV,11/18/2020,2020,Edkey Charter Schools Project/Edkey Charter Schools Project,"$87,035,000.00",10/29/2020,01/01/2021,07/01/2026,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,UMB BANK NA,0x00103507C42304C1
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,10/27/2020,2020 B-16,Palmetto Achievement Center for Excellence/Palmetto Achievement Center for Excellence,"$475,000.00",10/22/2020,06/15/2021,06/15/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035D1DE1B0435
SC,SOUTH CAROLINA JOBS-ECONOMIC DEV AUTH EDL FACS REV,10/27/2020,2020 A-16,Palmetto Achievement Center for Excellence/Palmetto Achievement Center for Excellence,"$5,780,000.00",10/22/2020,06/15/2021,06/15/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER SANDLER AND CO,US BANK NA,0x001035D7D61B043B
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,10/30/2020,2020,Spectrum Academy Project/Spectrum Academy Project,"$27,910,000.00",10/20/2020,04/15/2021,04/15/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,WR / N/A,AA / N/A / N/A,N/A / N/A,SBAM,DA DAVIDSON AND CO,US BANK NA,0x001035D9191B04FA
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,11/19/2020,2020-B,Entheos Academy Project/Entheos Academy Project,"$85,000.00",11/05/2020,04/15/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,WR / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS & ASSOCIATES INC,US BANK NA,0x001035B4302B048E
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,11/19/2020,2020-A,Entheos Academy Project/Entheos Academy Project,"$11,575,000.00",11/05/2020,04/15/2021,10/15/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,Baa3 / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK NA,0x001035B3302B0489
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,11/24/2020,2020,Mana Academy Charter School/Mana Academy Charter School,"$200,000.00",11/12/2020,04/15/2021,N/A,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK NA,0x0010351B702F0465
UT,UTAH ST CHARTER SCH FIN AUTH CHARTER SCH REV,11/24/2020,2020,Mana Academy Charter School/Mana Academy Charter School,"$4,190,000.00",11/12/2020,04/15/2021,04/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,US BANK NA,0x0010351A702F0464
NY,YONKERS N Y ECONOMIC DEV CORP EDL REV,11/12/2020,2020-B,Lamartine Warburton LLC Charter School/Lamartine Warburton LLC Charter School,"$530,000.00",10/30/2020,04/15/2021,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO LLC,MANUFACTURERS AND TRADERS TRUST CO,0x0010357C8F2304F1
NY,YONKERS N Y ECONOMIC DEV CORP EDL REV,11/12/2020,2020-A,Lamartine Warburton LLC Charter School/Lamartine Warburton LLC Charter School,"$11,185,000.00",10/30/2020,04/15/2021,10/15/2030,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,BB / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,MANUFACTURERS AND TRADERS TRUST CO,0x0010357B8F2304F6
WI,PUBLIC FIN AUTH WIS EDL FAC REV,02/12/2015,2015-A,The Ask Academy Project/The Ask Academy Project,"$6,360,000.00",01/30/2015,08/01/2015,02/01/2025,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,DOUGHERTY AND CO LLC,WELLS FARGO BANK NA,0x00102100450EC8B2
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,03/12/2015,2015-B,Odyssey Academy Inc/Odyssey Academy Inc,"$470,000.00",02/18/2015,08/15/2015,N/A,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAXABLE,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,OPPENHEIMER AND CO INC,BANK OF NEW YORK MELLON TRUST CO NA,0x001021004DFBBF38
TX,ARLINGTON HIGHER EDUCATION FINANCE CORPORATION,03/12/2015,2015-A,Odyssey Academy Inc/Odyssey Academy Inc,"$11,775,000.00",02/18/2015,08/15/2015,02/15/2025,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,OPPENHEIMER AND CO INC,BANK OF NEW YORK MELLON TRUST CO NA,0x001021004D9DE504
FL,CAPITAL TR AGY FLA CHARTER SCH REV,03/05/2015,2015-A,River City Education Services Inc Project/River City Education Services Inc Project,"$13,475,000.00",02/19/2015,08/01/2015,02/01/2023,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,PIPER JAFFRAY AND CO,US BANK NA,0x001021004E2696CF
CO,COLORADO EDL & CULTURAL FACS AUTH REV,02/17/2015,2015-A,The Classical Academy Project/The Classical Academy Project,"$13,315,000.00",02/10/2015,06/01/2015,12/01/2024,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,WELLS FARGO BANK NA,0x0010210048AA4794
DE,DELAWARE ST ECONOMIC DEV AUTH REV,02/18/2015,2015-A,Odyssey Charter School Inc Project/Odyssey Charter School Inc Project,"$33,965,000.00",02/02/2015,09/01/2015,03/01/2025,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS FIRST NATIONAL BANK,0x00102100450EC3B9
WI,PUBLIC FIN AUTH WIS ED REV,03/11/2015,2015-A,Triad Educational Services Inc/Triad Educational Services Inc,"$20,845,000.00",02/25/2015,06/15/2015,06/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,REGIONS BANK,0x00102100510A6903
AR,ARKANSAS ST DEV FIN AUTH CAP IMPT REV,03/17/2015,2015-B,Maumelle Foundation for Education Inc/Maumelle Foundation for Education Inc,"$5,180,000.00",03/06/2015,07/01/2015,01/01/2024,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,CREWS AND ASSOCIATES INC,BANK OF THE OZARKS,0x001021005A2AEFAE
CA,CALIFORNIA MUN FIN AUTH CHARTER SCH REV,03/25/2015,2015-A,Julian Charter School Project/Julian Charter School Project,"$25,905,000.00",03/13/2015,09/01/2015,03/01/2025,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,ROBERT W BAIRD CO INC,ZIONS FIRST NATIONAL BANK,0x00102100599ADF2D
CO,COLORADO EDL & CULTURAL FACS AUTH REV,03/26/2015,2015,University Lab School Project/University Lab School Project,"$29,630,000.00",03/13/2015,06/15/2015,12/15/2025,Bond,Limited,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,NR / N/A / N/A,N/A / N/A,N/A,DA DAVIDSON AND CO,UMB BANK NA,0x00102100599D8D78
CO,COLORADO EDL & CULTURAL FACS AUTH REV,04/01/2015,2015,Atlas Preparatory School Project/Atlas Preparatory School Project,"$12,190,000.00",03/24/2015,10/01/2015,04/01/2025,Bond,Negotiated,LOAN AGREEMENT,US FEDERAL TAX EXEMPT,No,N/A / N/A,N/A / N/A / N/A,N/A / N/A,N/A,BB AND T CAPITAL MARKETS,UMB BANK NA,0x001021005E034824
